["Mono", "LMPP", "LSC-SU070", "LMPP", "Blast-SU353", "LMPP", "LMPP", "Blast-SU353", "Mono", "LMPP", "LSC-SU353", "LSC-SU070", "Mono", "Mono", "Mono", "LSC-SU070", "Blast-SU353", "LMPP", "Blast-SU353", "LSC-SU353"]
time(s),iter,infeas,ot_objective,primal,dual,solver
5.167204e+00,4501,8.04143812807784e-08,1.42786553333171e-01,1.42786633747552e-01,1.42768763570404e-01,1.78701771479661e-05,lamp_kernel
5.454518e+00,4751,8.41794072394167e-08,1.42786258755933e-01,1.42786342935340e-01,1.42769808970858e-01,1.65339644827844e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.478000e-05,1,8.80515235989618e-01,3.51032933095703e-01,1.23154816908532e+00,0.00000000000000e+00,1.23154816908532e+00,lamp_kernel
2.797462e-01,251,3.07730385878110e-04,1.19609677071364e-01,1.19917407457242e-01,1.17174544296972e-01,2.74286316026968e-03,lamp_kernel
5.673660e-01,501,4.28478435874102e-05,1.18855085528017e-01,1.18897933371604e-01,1.18098064180631e-01,7.99869190973621e-04,lamp_kernel
8.549239e-01,751,7.00648881108169e-06,1.18703975769209e-01,1.18710982258020e-01,1.18337611234215e-01,3.73371023804747e-04,lamp_kernel
1.138902e+00,1001,7.24587096376695e-06,1.18650426509576e-01,1.18657672380540e-01,1.18428682481110e-01,2.28989899429793e-04,lamp_kernel
1.421796e+00,1251,1.89003067911325e-06,1.18626123273162e-01,1.18628013303841e-01,1.18462232300941e-01,1.65781002899865e-04,lamp_kernel
1.706746e+00,1501,1.24441138851439e-06,1.18613442516928e-01,1.18614686928316e-01,1.18484422282767e-01,1.30264645549077e-04,lamp_kernel
1.992670e+00,1751,6.71381141613915e-07,1.18606106503421e-01,1.18606777884562e-01,1.18498313817121e-01,1.08464067440930e-04,lamp_kernel
2.278772e+00,2001,3.50879277497580e-07,1.18601450793854e-01,1.18601801673132e-01,1.18513024312552e-01,8.87773605796199e-05,lamp_kernel
2.568938e+00,2251,3.06568661640051e-07,1.18598281601254e-01,1.18598588169916e-01,1.18525344616341e-01,7.32435535753945e-05,lamp_kernel
2.861872e+00,2501,2.41640083976839e-07,1.18596013579018e-01,1.18596255219102e-01,1.18535455236258e-01,6.07999828438621e-05,lamp_kernel
3.156148e+00,2751,2.51434557739268e-07,1.18594328745344e-01,1.18594580179902e-01,1.18542821405410e-01,5.17587744918585e-05,lamp_kernel
3.443099e+00,3001,2.52741914484411e-07,1.18593040529672e-01,1.18593293271586e-01,1.18547962363723e-01,4.53309078632530e-05,lamp_kernel
3.730090e+00,3251,2.19657652518400e-07,1.18592031606476e-01,1.18592251264129e-01,1.18551956035685e-01,4.02952284431490e-05,lamp_kernel
4.017794e+00,3501,1.81806466808682e-07,1.18591224505931e-01,1.18591406312398e-01,1.18555310130289e-01,3.60961821095768e-05,lamp_kernel
4.310992e+00,3751,1.47618255873809e-07,1.18590566634041e-01,1.18590714252297e-01,1.18557652280546e-01,3.30619717505143e-05,lamp_kernel
4.604415e+00,4001,1.25289230533420e-07,1.18590021335621e-01,1.18590146624852e-01,1.18559414345532e-01,3.07322793195591e-05,lamp_kernel
4.897378e+00,4251,1.19247678117202e-07,1.18589562538400e-01,1.18589681786079e-01,1.18560880786842e-01,2.88009992366750e-05,lamp_kernel
5.185195e+00,4501,1.06397484193982e-07,1.18589170992817e-01,1.18589277390301e-01,1.18562264389609e-01,2.70130006917724e-05,lamp_kernel
5.472969e+00,4751,8.39490891575818e-08,1.18588832045143e-01,1.18588915994232e-01,1.18563505228332e-01,2.54107659009295e-05,lamp_kernel
5.760923e+00,5001,6.41501679000211e-08,1.18588534543217e-01,1.18588598693384e-01,1.18564594490695e-01,2.40042026892762e-05,lamp_kernel
6.048798e+00,5251,5.57573236814260e-08,1.18588270244018e-01,1.18588326001342e-01,1.18565727846983e-01,2.25981543589965e-05,lamp_kernel
6.336845e+00,5501,5.04091554887743e-08,1.18588033184096e-01,1.18588083593252e-01,1.18566580389320e-01,2.15032039315582e-05,lamp_kernel
6.628006e+00,5751,4.69796054635762e-08,1.18587818997864e-01,1.18587865977469e-01,1.18567173629852e-01,2.06923476174792e-05,lamp_kernel
6.922776e+00,6001,5.00783656746193e-08,1.18587624385214e-01,1.18587674463580e-01,1.18567810673276e-01,1.98637903037757e-05,lamp_kernel
7.219014e+00,6251,5.19025716430687e-08,1.18587446762348e-01,1.18587498664920e-01,1.18568478446943e-01,1.90202179775750e-05,lamp_kernel
7.507971e+00,6501,4.68489398165219e-08,1.18587284051355e-01,1.18587330900294e-01,1.18569104453941e-01,1.82264463529369e-05,lamp_kernel
7.796357e+00,6751,3.72926870071463e-08,1.18587134557922e-01,1.18587171850609e-01,1.18569719114902e-01,1.74527357068716e-05,lamp_kernel
8.084899e+00,7001,3.10982560879907e-08,1.18586996891233e-01,1.18587027989489e-01,1.18570361551348e-01,1.66664381417714e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
9.706600e-05,1,1.72277227722772e+00,3.51032933095703e-01,2.07380521032343e+00,0.00000000000000e+00,2.07380521032343e+00,lamp_kernel
2.802881e-01,251,1.75427198500124e-04,1.84932616221201e-01,1.85108043419701e-01,1.83475341365571e-01,1.63270205413005e-03,lamp_kernel
5.679665e-01,501,6.98073392104117e-06,1.84349651140117e-01,1.84356631874038e-01,1.83918464896178e-01,4.38166977860560e-04,lamp_kernel
8.550568e-01,751,1.51214946451106e-06,1.84248476885064e-01,1.84249989034529e-01,1.84010891525436e-01,2.39097509092928e-04,lamp_kernel
1.140647e+00,1001,1.09767042692885e-06,1.84210392645783e-01,1.84211490316209e-01,1.84055926521511e-01,1.55563794698971e-04,lamp_kernel
1.425077e+00,1251,9.51564995120562e-07,1.84190389728621e-01,1.84191341293616e-01,1.84081228815189e-01,1.10112478426183e-04,lamp_kernel
1.711008e+00,1501,6.87827913073952e-07,1.84178651193846e-01,1.84179339021760e-01,1.84093470926282e-01,8.58680954776148e-05,lamp_kernel
1.997580e+00,1751,5.40308307764184e-07,1.84171396345293e-01,1.84171936653600e-01,1.84104506346973e-01,6.74303066271476e-05,lamp_kernel
2.284194e+00,2001,4.70677910071451e-07,1.84166681172121e-01,1.84167151850031e-01,1.84113415316661e-01,5.37365333707629e-05,lamp_kernel
2.571187e+00,2251,2.95858283243991e-07,1.84163508419462e-01,1.84163804277745e-01,1.84119922287358e-01,4.38819903869347e-05,lamp_kernel
2.858148e+00,2501,1.44273362567190e-07,1.84161312871804e-01,1.84161457145166e-01,1.84123363692333e-01,3.80934528332877e-05,lamp_kernel
3.145335e+00,2751,1.09772387975630e-07,1.84159754562415e-01,1.84159864334803e-01,1.84127667136988e-01,3.21971978147206e-05,lamp_kernel
3.432514e+00,3001,1.05490837242795e-07,1.84158630279993e-01,1.84158735770831e-01,1.84131358810427e-01,2.73769604033358e-05,lamp_kernel
3.720003e+00,3251,9.15357024913333e-08,1.84157808570767e-01,1.84157900106470e-01,1.84134482525421e-01,2.34175810487902e-05,lamp_kernel
4.007649e+00,3501,7.11610888815374e-08,1.84157198335381e-01,1.84157269496470e-01,1.84136676909135e-01,2.05925873347224e-05,lamp_kernel
4.295550e+00,3751,5.25190486460087e-08,1.84156735685817e-01,1.84156788204866e-01,1.84138202874113e-01,1.85853307531347e-05,lamp_kernel
4.583506e+00,4001,3.97957769281456e-08,1.84156376491293e-01,1.84156416287070e-01,1.84139525786732e-01,1.68905003383457e-05,lamp_kernel
4.871589e+00,4251,3.57603083109273e-08,1.84156090675243e-01,1.84156126435552e-01,1.84140651928801e-01,1.54745067508510e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
9.813200e-05,1,1.90495049504951e+00,3.51032933095703e-01,2.25598342814521e+00,0.00000000000000e+00,2.25598342814521e+00,lamp_kernel
2.809644e-01,251,8.02175228035336e-06,2.30155147244318e-01,2.30163168996598e-01,2.29054528576625e-01,1.10864041997288e-03,lamp_kernel
5.619630e-01,501,4.29959853603847e-06,2.29760419738872e-01,2.29764719337409e-01,2.29377516931209e-01,3.87202406199993e-04,lamp_kernel
8.429644e-01,751,1.34083229992787e-06,2.29672806400298e-01,2.29674147232598e-01,2.29469635152834e-01,2.04512079763575e-04,lamp_kernel
1.131592e+00,1001,1.22390918519969e-06,2.29633912456379e-01,2.29635136365564e-01,2.29502599609446e-01,1.32536756117851e-04,lamp_kernel
1.422789e+00,1251,1.23437690557728e-06,2.29613587340511e-01,2.29614821717417e-01,2.29519318306350e-01,9.55034110669273e-05,lamp_kernel
1.712762e+00,1501,9.09316793683814e-07,2.29602752034949e-01,2.29603661351743e-01,2.29533507962591e-01,7.01533891515616e-05,lamp_kernel
1.999347e+00,1751,4.43734664338119e-07,2.29596837857301e-01,2.29597281591965e-01,2.29542640745451e-01,5.46408465142978e-05,lamp_kernel
2.285874e+00,2001,2.22423602946584e-07,2.29593288866462e-01,2.29593511290065e-01,2.29549792888066e-01,4.37184019987935e-05,lamp_kernel
2.572395e+00,2251,1.37464973108419e-07,2.29590910945895e-01,2.29591048410868e-01,2.29554994531389e-01,3.60538794790533e-05,lamp_kernel
2.858885e+00,2501,9.41573731913178e-08,2.29589179548808e-01,2.29589273706181e-01,2.29558689789327e-01,3.05839168539268e-05,lamp_kernel
3.149289e+00,2751,6.75414721634946e-08,2.29587842479578e-01,2.29587910021050e-01,2.29561706386979e-01,2.62036340705207e-05,lamp_kernel
3.442193e+00,3001,5.21898357021935e-08,2.29586768168848e-01,2.29586820358684e-01,2.29564206219099e-01,2.26141395851254e-05,lamp_kernel
3.736767e+00,3251,4.37832158241708e-08,2.29585882955529e-01,2.29585926738745e-01,2.29566214412815e-01,1.97123259297050e-05,lamp_kernel
4.024840e+00,3501,3.87827065087645e-08,2.29585142613088e-01,2.29585181395795e-01,2.29567913917272e-01,1.72674785229032e-05,lamp_kernel
4.312213e+00,3751,3.54991077406873e-08,2.29584518475233e-01,2.29584553974341e-01,2.29569331283987e-01,1.52226903537001e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.668900e-05,1,1.72871287128713e+00,3.51032933095703e-01,2.07974580438283e+00,0.00000000000000e+00,2.07974580438283e+00,lamp_kernel
2.807147e-01,251,3.07393423796618e-05,1.79261237603352e-01,1.79291976945732e-01,1.77899200886575e-01,1.39277605915719e-03,lamp_kernel
5.681546e-01,501,9.47365919625986e-06,1.78751497096000e-01,1.78760970755196e-01,1.78216371011931e-01,5.44599743264901e-04,lamp_kernel
8.551066e-01,751,3.61090839764217e-06,1.78654828470474e-01,1.78658439378872e-01,1.78323554356858e-01,3.34885022013426e-04,lamp_kernel
1.140456e+00,1001,2.14298213916158e-06,1.78617837297704e-01,1.78619980279843e-01,1.78401409253092e-01,2.18571026751546e-04,lamp_kernel
1.422963e+00,1251,1.52972895004989e-06,1.78598767800228e-01,1.78600297529178e-01,1.78439884094377e-01,1.60413434801415e-04,lamp_kernel
1.707417e+00,1501,1.10569895076451e-06,1.78587337069915e-01,1.78588442768866e-01,1.78469620554565e-01,1.18822214300845e-04,lamp_kernel
1.993161e+00,1751,5.97114164321579e-07,1.78579967906099e-01,1.78580565020263e-01,1.78495566725522e-01,8.49982947408179e-05,lamp_kernel
2.279347e+00,2001,6.96070325553606e-07,1.78574751580800e-01,1.78575447651126e-01,1.78509214339287e-01,6.62333118391645e-05,lamp_kernel
2.565887e+00,2251,4.87186660494984e-07,1.78570932234755e-01,1.78571419421415e-01,1.78518658143896e-01,5.27612775192976e-05,lamp_kernel
2.855514e+00,2501,5.02624383737226e-07,1.78568090034250e-01,1.78568592658634e-01,1.78525227599654e-01,4.33650589795886e-05,lamp_kernel
3.148597e+00,2751,5.26129002606352e-07,1.78565908697876e-01,1.78566434826879e-01,1.78529297629628e-01,3.71371972505141e-05,lamp_kernel
3.443141e+00,3001,6.10820865144405e-07,1.78564243378243e-01,1.78564854199108e-01,1.78533914900008e-01,3.09392991002244e-05,lamp_kernel
3.730544e+00,3251,6.62514150266338e-07,1.78562987511209e-01,1.78563650025359e-01,1.78538585240952e-01,2.50647844068363e-05,lamp_kernel
4.017769e+00,3501,9.22776696097700e-07,1.78562046731838e-01,1.78562969508534e-01,1.78542836626865e-01,2.01328816695212e-05,lamp_kernel
4.305174e+00,3751,1.03253488268390e-06,1.78561350949702e-01,1.78562383484584e-01,1.78543783797300e-01,1.85996872846261e-05,lamp_kernel
4.599995e+00,4001,4.98261891981872e-07,1.78560851192154e-01,1.78561349454045e-01,1.78542012814999e-01,1.93366390465466e-05,lamp_kernel
4.894052e+00,4251,4.56176385594497e-07,1.78560460304739e-01,1.78560916481125e-01,1.78540006928211e-01,2.09095529138115e-05,lamp_kernel
5.186949e+00,4501,5.45054180289089e-07,1.78560149195078e-01,1.78560694249258e-01,1.78537964554015e-01,2.27296952428069e-05,lamp_kernel
5.475150e+00,4751,4.15536834838724e-07,1.78559883604692e-01,1.78560299141527e-01,1.78536491219367e-01,2.38079221591414e-05,lamp_kernel
5.763218e+00,5001,4.05514555230974e-07,1.78559664922246e-01,1.78560070436802e-01,1.78535512701337e-01,2.45577354651416e-05,lamp_kernel
6.051470e+00,5251,2.28186564633395e-07,1.78559470888048e-01,1.78559699074612e-01,1.78535186163512e-01,2.45129111003939e-05,lamp_kernel
6.339823e+00,5501,2.49948491671845e-07,1.78559310443786e-01,1.78559560392277e-01,1.78535877176673e-01,2.36832156038091e-05,lamp_kernel
6.631391e+00,5751,1.22882466425356e-07,1.78559164534012e-01,1.78559287416479e-01,1.78536904320932e-01,2.23830955461690e-05,lamp_kernel
6.926094e+00,6001,2.02091956023056e-07,1.78559047275475e-01,1.78559249367431e-01,1.78538217829647e-01,2.10315377835169e-05,lamp_kernel
7.222431e+00,6251,1.28524132764574e-07,1.78558936272542e-01,1.78559064796675e-01,1.78539599227137e-01,1.94655695375245e-05,lamp_kernel
7.511328e+00,6501,1.56892956376276e-07,1.78558846737879e-01,1.78559003630835e-01,1.78541010333641e-01,1.79932971944297e-05,lamp_kernel
7.799894e+00,6751,1.19420794140455e-07,1.78558757575392e-01,1.78558876996186e-01,1.78542588056167e-01,1.62889400183441e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.430600e-05,1,1.46930693069307e+00,3.44979046533790e-01,1.81428597722686e+00,0.00000000000000e+00,1.81428597722686e+00,lamp_kernel
2.811703e-01,251,9.34875810235574e-05,1.30663572499478e-01,1.30757060080501e-01,1.29081000586856e-01,1.67605949364485e-03,lamp_kernel
5.689687e-01,501,8.49158152702637e-06,1.29942738377798e-01,1.29951229959325e-01,1.29435852811986e-01,5.15377147338486e-04,lamp_kernel
8.561868e-01,751,2.42773909201627e-06,1.29802381277624e-01,1.29804809016716e-01,1.29526882073984e-01,2.77926942732154e-04,lamp_kernel
1.142157e+00,1001,1.61559027593952e-06,1.29753269137024e-01,1.29754884727300e-01,1.29578591885703e-01,1.76292841596759e-04,lamp_kernel
1.424702e+00,1251,9.90562393150364e-07,1.29730629047218e-01,1.29731619609611e-01,1.29605685826149e-01,1.25933783462345e-04,lamp_kernel
1.709579e+00,1501,8.48626032665285e-07,1.29718339520962e-01,1.29719188146994e-01,1.29624466770679e-01,9.47213763149712e-05,lamp_kernel
1.995383e+00,1751,6.49313786975082e-07,1.29710906307227e-01,1.29711555621014e-01,1.29636894771656e-01,7.46608493576717e-05,lamp_kernel
2.281550e+00,2001,3.79299553705753e-07,1.29706041782846e-01,1.29706421082400e-01,1.29643321041697e-01,6.31000407023685e-05,lamp_kernel
2.568685e+00,2251,2.12247995837830e-07,1.29702624277402e-01,1.29702836525398e-01,1.29648679890629e-01,5.41566347690425e-05,lamp_kernel
