cross_term_1,cross_term_2,diff,cumsum
2.5374817433785574e-10,2.1216398416321227e-18,-2.537481722162159e-10,-0.05766997830041333
2.501521047969971e-10,3.869561463249242e-18,-2.5015210092743563e-10,-0.05766998333749544
2.466304921971577e-10,1.433076367580057e-17,-2.46630477866394e-10,-0.05766998830343545
2.4318514973263824e-10,-4.764443226626461e-17,-2.431851973770705e-10,-0.057669993199742135
2.398146053298176e-10,4.6723836834739624e-17,-2.3981455860598076e-10,-0.057669998027933725
2.3651517141482825e-10,9.9996402692486e-18,-2.3651516141518797e-10,-0.057670002789464894
2.3328670085943374e-10,5.837231756815115e-17,-2.3328664248711616e-10,-0.05767000748574991
2.3012969200081807e-10,3.013817514614885e-17,-2.3012966186264292e-10,-0.05767001211821721
2.270419806645642e-10,-1.2968905690036945e-18,-2.2704198196145477e-10,-0.057670016688276475
2.2407572300095985e-10,-2.2271629672349907e-17,-2.2407574527258952e-10,-0.05767002119751578
2.3146159747151234e-10,5.329152055608417e-17,-2.314615441799918e-10,-0.05767002569176434
8.553084820612744e-10,4.825238173428334e-14,-8.552602296795401e-10,-0.05767003465043613
2.215216995760407e-10,1.7826822283885913e-16,-2.2152152130781786e-10,-0.05767004406654872
2.0135147958660037e-10,4.687859679744866e-17,-2.0135143270800356e-10,-0.05767004816985331
2.860562303181135e-10,9.8806680061006e-16,-2.860552422513129e-10,-0.05767005255152197
4.766124158215632e-10,1.1020138866333372e-14,-4.766013956826969e-10,-0.057670064717680464
1.8312349913346515e-10,1.8150038058512623e-17,-1.831234809834271e-10,-0.05767006951216627
